sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
0.6413577,0.9322846,0.01614219,0.40674454,1.4733725,1.6375313,-1.2957067,0.97568154,0.8745766,1.2944089,-0.26437238,-0.2668911,0.60194767,0.94994783,-0.53032017,0.35964626,1.9497163,1.1312428,-0.99160016,-0.5772814,0.28294182,-1.4235281,0.12926778,0.5402136,0.8228594,0.59930575,1.3001635,-0.124925554,-0.33124357,0.20444986,0.07685679,0.03740585,-0.9566643,0.29230613,-0.56523466,1.1933066,-1.5806667,2.17721,-0.30158705,0.5221715,1.3408325,-1.7848921,1.1080856,1.888762,0.24509901,-1.5325732,0.9701815,-1.0008168,0.35486537,-0.5110765,-1.3596392,0.7946277,-0.44344407,-1.0006729,-0.23017192,-1.0678041,-0.8624039,0.008501887,0.6416569,-0.2929181,1.2621264,0.18912955,0.45893094,-1.3049961,0.81920934,-0.14291811,0.25831264,0.26456726,-0.14023167,1.5847425,1.2888827,-0.606196,-0.5730685,-0.73159593,0.6757729,-1.0939323,1.2861953,1.0078418,0.4230284,-1.0387559,0.09366208,-0.10356237,1.1623404,-0.37432167,0.0011667013,0.2120812,-0.48715025,0.043711632,1.3621924,0.2703148,1.955926,0.47894317,0.70945704,1.0206571,-0.53508157,0.7871978,0.7421987,1.1365885,0.81593525,0.30783057
2.0551639,1.9763277,1.623601,1.7964656,2.3147478,2.7936873,2.615718,0.4576066,2.1916337,2.766071,0.7845108,2.0957522,2.793032,2.4393544,2.8933709,1.5565202,1.8360856,3.3923225,1.6766129,2.1350093,1.4423363,1.4454875,2.4075117,2.5010462,0.9747015,2.602893,2.616183,1.8342608,1.735548,2.108262,1.5547101,2.7331011,2.061596,1.0765682,2.349668,1.858216,2.4019456,1.5474616,2.6152933,2.07118,1.6705829,2.2805429,1.8939748,1.1682688,2.8261728,2.6993005,1.8269346,1.5159619,2.4529147,3.006206,2.1435723,1.4544767,2.4810946,1.9589604,1.088729,2.5142908,2.855805,2.0266721,2.289543,2.0359075,3.0013053,2.7666879,2.0408316,1.9892192,0.3848465,2.2071433,1.7322607,2.045568,1.53416,1.6837109,0.9729422,3.01882,1.8178977,2.4777422,2.0442414,2.163702,2.2767007,2.627601,2.0264397,2.9684455,3.020096,2.2334723,2.4316037,2.2548358,2.6922975,2.4329443,1.6105659,2.043209,2.1958764,2.76227,2.275682,1.0309343,2.4958353,1.7164388,1.7517073,2.4575605,2.4583201,1.7171397,2.1228766,1.4174303
2.3459516,1.8219172,1.4764876,2.2622073,1.7229726,1.5219553,1.7638125,2.6936398,2.1133509,1.9987085,1.9338746,2.599905,1.4922248,1.9235599,2.110565,1.812078,1.8556409,1.4924293,1.8301282,1.8177521,1.9776752,1.7239718,1.7596982,1.6108323,2.1545799,1.3704278,2.2914011,1.7705975,2.1193342,2.0505447,1.6078959,1.9213779,2.0878267,2.9297972,1.7657872,2.0848505,1.6449692,2.477985,2.150064,1.8414894,2.216389,2.137473,2.2237277,2.7426765,2.020187,1.5961938,2.124394,1.9209557,1.922725,1.8408825,1.608856,2.061549,1.9481194,2.3334737,1.758995,2.3759203,1.8092356,2.17094,2.1318853,2.2961712,1.9384096,2.234896,2.2704086,2.1397014,2.0010128,2.2197375,2.3536086,1.9044273,1.9918392,1.9833161,1.883043,1.4584045,1.7892388,2.1149597,2.1319988,1.9456562,1.4422836,1.7254108,1.9078267,1.6909693,1.77039,1.8218495,2.4925687,1.6527512,1.4588639,2.123115,2.4943888,2.3983111,1.6139796,1.9954462,1.9157254,1.9124522,2.2413697,2.071372,1.6783124,2.6566916,2.0264053,2.1682405,2.1493762,2.3235383
2.0594385,1.2492135,1.5645722,1.3757145,0.99109995,1.814417,1.4065435,1.0672086,1.8226905,1.1309288,2.1446357,1.249249,2.6660821,1.4865255,1.8249547,1.4492159,1.6652765,1.7098407,1.7801013,1.7794471,1.4751277,1.3464025,1.2541312,0.8077454,1.7995194,1.7715039,1.3717978,1.1466392,1.6795292,1.1722009,1.2118956,1.1089321,1.1244123,1.9898217,1.7421303,0.97070146,1.2853185,1.3068795,1.3198525,1.3254799,1.7915406,1.7316308,0.9765438,1.326504,1.5778221,1.4193562,1.7983394,1.3757272,1.6992708,2.4101436,1.7813191,1.2440451,1.6968902,1.7492265,1.8380809,1.3460972,2.6195602,1.9110864,1.3596649,1.2572212,2.3039095,1.257512,2.1947665,1.8371663,0.52161586,1.6672447,0.6673023,1.6634057,1.2092648,1.3057156,1.1655409,2.1950493,1.1870298,1.9306377,0.9612923,1.9804571,1.6930233,1.7119693,2.3758569,2.434937,1.6312821,1.8791512,1.0435917,1.553895,0.874634,1.6294795,0.9933709,1.6062423,1.6301178,2.4968026,1.2266558,1.2385373,1.9843328,1.9806993,1.6159966,1.2933116,1.772655,1.2533519,1.2463763,1.5087688
0.56938803,1.4847465,0.6153328,0.5068655,0.5514804,1.3890527,0.8886399,1.1688012,0.96631515,0.5291531,0.8036483,0.8813674,0.6997647,1.1249356,0.65585166,0.84891105,0.7608468,0.4235775,0.8831289,1.2149558,0.75240004,0.36394033,-0.30567437,1.0384802,0.7152039,0.8574966,0.6705259,0.70947886,0.6361959,0.58141387,0.8372154,1.0838499,1.0293387,0.3036518,1.3243797,1.2750763,1.1309448,1.0064595,0.006732367,1.051295,0.99219,0.86696607,0.12505391,1.1194612,1.0157347,1.0104808,0.11684625,0.8499386,0.37184796,0.8096958,0.60255057,0.37431955,0.79122704,1.1014669,0.4969446,0.81048775,0.42538217,0.5758164,0.33052534,0.5109607,0.32603478,0.07295287,0.66604257,0.68800503,0.7361419,0.9516819,0.54590297,1.0245464,0.48616537,0.80073196,0.2770311,0.81454253,0.3332245,1.011295,0.949813,0.45517674,0.75383186,0.4384144,0.8166975,1.0505706,0.6663763,1.1000415,0.46234602,0.25828746,0.12989247,0.7954378,1.172651,0.69723743,0.6412906,0.9689256,0.6825399,1.2992954,0.6630688,0.9954829,1.2455585,0.9325615,0.636556,0.8137693,0.86382496,0.9747238
0.5743532,0.010597378,0.5844768,0.60869217,0.240545,0.5161754,0.23812082,0.5019325,-0.31586215,0.51044834,0.039765567,0.46539867,0.06715131,0.51644874,0.39603364,0.7018357,0.6424626,0.06402172,0.12867051,0.02962707,0.4904738,0.14572217,0.09297776,0.5236789,0.34976882,0.403724,0.3453653,0.23534757,0.32002828,0.2631333,0.24239528,0.1482647,0.6543492,0.01575151,-0.30713803,-0.124831766,0.28722125,-0.060073167,0.3008132,0.42192045,0.56420124,0.48114255,0.85189825,-0.33578315,0.20177776,0.24780501,0.30364612,-0.109993964,0.7922988,0.16491094,-0.18247992,0.51366365,-0.087028325,0.5312383,0.39417404,0.11333722,0.15432227,0.09721446,-0.005210042,0.42246637,0.245299,0.16145802,-0.22085424,0.0044727325,-0.73716617,0.43081364,0.07911998,0.4442651,1.0249441,0.08602749,0.53879327,0.34166515,0.2686589,0.9546875,0.655774,-0.37453914,0.85401773,0.535462,-0.09923011,0.62771106,0.40832865,-0.1109083,-0.49232695,0.19808516,-0.019316435,-0.17685634,0.3958956,0.080221236,0.08595216,-0.18644804,0.25228935,0.19974984,0.61462975,0.1508702,0.3404796,1.2273517,0.72131574,-0.041386247,-0.016097426,0.4862095
0.13228983,1.2105575,0.14188755,0.05256161,0.48012018,0.05953467,1.1256012,0.9449234,-0.2628492,0.6073739,0.33570564,1.3510196,-0.11812872,-0.120560095,0.36737084,-0.36759147,0.64888626,-0.025423706,0.7761848,0.27410823,0.2500732,0.14479506,0.6227104,0.27119276,0.17466862,0.41544977,0.09949973,-0.10386339,0.8725178,0.6194523,0.2145772,0.4087835,0.56594247,0.46870238,0.8205366,0.23511532,0.5195916,0.22881667,0.570321,0.32684058,0.097265124,0.3467942,0.14967996,0.42592704,0.25412977,-0.3322781,0.34691137,1.091306,0.02452439,0.10477096,0.77037346,0.22208917,-0.13622668,0.8517263,0.5092437,-0.07255638,1.0342364,0.98939276,0.24440911,-0.034113377,0.20514536,0.28324348,-0.15427952,-0.17905721,0.50323695,0.12282783,-0.37021014,0.7910101,0.11105445,0.3629396,0.16553777,0.9718528,-0.3892281,0.25884682,0.52195764,0.5356299,0.33080974,-0.0074689984,0.30323708,-0.36079115,0.19414854,0.70797294,0.27247852,0.8935007,0.25183,0.4981035,0.9112365,0.8465913,0.037004787,0.8502575,0.5447514,0.85641366,0.16192919,0.52793247,1.1331625,0.6358463,-0.15484408,0.0049232244,0.33308268,0.69992536
0.21105295,0.011025548,0.40120038,0.66345584,0.04578507,0.43093485,-0.29019928,0.65855217,0.21371579,1.0211806,0.6213449,0.9176016,0.01805234,-0.06473261,-0.61325264,0.6427826,0.70576215,0.1993804,0.7499778,0.3004604,-0.1825012,-0.16424906,-0.18897241,0.9848596,0.70383763,0.38626432,0.43602347,0.16461742,0.33753353,0.10975003,0.6714195,0.698284,-0.14126539,0.8539426,0.9056945,0.8432313,0.79316604,0.059678614,0.484137,0.8477363,0.5336006,0.53479856,-0.60886496,0.6401221,0.57420814,0.92865276,0.0031866431,0.42614204,-0.14853013,0.45960748,0.56110966,0.64651036,0.5876277,0.59324855,0.21334553,0.55277413,0.4000563,-0.19747782,-0.19006817,0.7178038,-0.19605869,-0.041520476,0.77287745,0.014538705,0.32677937,0.203686,0.6045463,0.18582779,0.24286294,0.74880624,0.6768697,0.30832034,0.12825704,0.43305874,0.22050232,0.78263146,0.39203006,0.1911608,0.041845858,1.2491019,0.30552822,0.85092926,-0.2052865,1.0800287,-0.4967904,0.13962454,0.6378289,0.7886804,0.64469296,0.4157611,0.5029321,0.61701834,0.3156349,0.92410743,0.6890811,0.40564108,-0.24198508,0.7748923,-0.23687953,0.9895969
0.8011407,-0.004022479,0.15945017,0.6707719,0.27819294,0.3061471,-0.21359658,0.3234669,0.27022314,0.7416752,0.2934683,0.71921366,0.60828346,0.04448557,-0.058926225,-0.4330269,0.7027973,0.14655638,0.7955655,0.2957722,-0.147861,0.3150987,1.0803971,-0.24225748,0.6030633,0.31806004,0.2177121,-0.23902929,0.46130967,-0.19147909,0.58372915,0.356373,0.15417385,0.23927397,0.046251774,0.62629926,-0.16406918,0.4759059,0.25099778,0.77511996,0.04409966,0.4657545,0.16695696,1.1495211,0.47426808,0.2349366,0.43953043,0.3025617,-0.098731756,1.0831476,0.38399303,0.9393746,0.27310562,-0.46456856,-0.5742541,1.1669474,0.6391907,0.29702747,0.9611882,0.95612633,0.40640974,0.8857731,-0.11214,0.31965065,0.934686,1.0234303,0.061232507,0.01484549,-0.11221284,-0.14907897,0.2058844,-0.033758283,0.59645605,0.47432297,0.2541324,0.63395625,0.29291308,1.1008606,1.0639801,0.39025664,0.07112169,0.29721397,0.72475475,0.6644721,0.56261563,0.9254724,0.13629162,0.102814734,0.1305874,0.25330317,-0.40631968,0.62117696,0.25553197,0.8177559,0.043092847,0.22776139,0.3402655,0.93161225,0.4489538,0.19853848
-0.14936173,0.0036523342,-0.5049511,-0.17200178,-0.03987223,0.009868681,-0.72773224,-1.1138788,-0.637406,0.22999972,-0.28818697,-0.234229,0.26299608,0.117198914,-0.21580577,-0.6296069,-0.86980635,-0.21032822,-0.26763466,-0.11112952,-0.38748592,-0.99146503,0.14937752,-0.65789676,-0.44447303,0.7233279,-0.20486844,0.5557932,-0.2565673,-0.04224962,0.2772943,0.28555536,-0.57483685,-0.13903934,-0.22479576,0.16802436,-0.2010017,-0.26424932,-0.34348527,0.54528546,-0.5095389,-0.25989723,-0.61240166,-0.25208607,-0.094249755,-0.71943617,-0.10182047,-0.0066034794,0.40896314,-0.16970274,-0.11282289,-0.43223786,0.42086405,-0.22528869,-0.22478504,-0.28467786,0.5335281,-0.5672792,-0.09725547,-0.111368716,-0.006756425,-0.19887626,-0.08250359,-0.46287122,0.46056026,-0.020980477,-0.081499875,-0.325633,-0.47460175,0.24100018,-0.34658405,-0.7317723,-0.16538435,-0.30613762,-0.4795686,0.4270103,-0.069898844,0.44077635,0.3909403,-0.51046336,-0.30895746,-0.0011643469,-0.06659892,0.5322585,-0.41078764,0.05924666,-0.30260766,0.115679145,-0.65884703,0.29627097,-0.17182606,-0.51874804,0.11725408,-0.23967934,-0.4668359,-0.07171047,-0.44499093,-0.012014508,-0.45599508,-0.19641134
-1.0003102,-0.999422,-1.0146569,-0.5682649,-1.2231774,-1.4575865,-1.1832271,-0.93753207,-0.6402082,-1.5009588,-0.60021114,-1.1401039,-1.1961551,-1.3158303,-0.9275824,-0.7278538,-1.1354475,-1.4010992,-0.9794071,-1.1305028,-0.8954611,-0.9466653,-1.0339626,-0.9952302,-1.1539862,-0.9237402,-0.9038128,-1.5610483,-1.0595086,-1.3453257,-0.9238074,-1.6354125,-1.3736436,-1.352978,-1.300678,-1.0923316,-0.72535694,-1.6326724,-0.7627224,-1.6184376,-1.462955,-0.9724832,-1.179744,-0.84066594,-1.4106276,-1.0511271,-0.78780955,-1.1661992,-1.0834261,-0.9920032,-0.9532598,-1.392101,-0.7545757,-1.2758483,-0.9359463,-1.3997444,-1.5664445,-0.9841945,-1.115812,-1.3991481,-1.711316,-1.3976064,-1.0489341,-1.378438,-1.5957582,-0.7044706,-0.9332731,-1.0136939,-0.8095193,-1.4244787,-1.5067921,-1.0213974,-1.3033605,-1.5563513,-1.3628446,-1.4041294,-1.3752586,-1.1332275,-0.7228081,-0.51378775,-1.1586413,-1.2035382,-1.555997,-1.2910984,-1.01494,-0.9138261,-1.4337897,-1.371317,-1.7799017,-1.2932142,-1.3393831,-1.5570967,-1.5204748,-1.1462996,-1.1246066,-1.0314522,-1.5853913,-1.3480628,-1.2697982,-1.0832744
-1.6412289,-0.98987323,-1.1279992,-1.5634677,-2.0174732,-1.6655782,-1.2252053,-1.2706282,-1.2601032,-2.230862,-1.9011264,-1.9076833,-1.752121,-1.455284,-2.0186908,-2.055127,-1.5295889,-1.1480049,-2.7592192,-1.7283423,-2.0647292,-2.0792212,-1.5967612,-0.80954576,-1.9366101,-1.6381289,-1.7300183,-2.0577538,-1.8289261,-2.0137846,-1.6839123,-1.615344,-1.5797592,-1.9861459,-1.8518745,-1.664563,-2.0128317,-1.516336,-1.8697356,-1.4703076,-1.5610175,-1.1157856,-1.7025537,-1.1429354,-1.3188444,-1.7102358,-1.3805363,-1.7774454,-2.0070503,-1.7826883,-1.9881581,-1.4819896,-1.7097554,-1.9870546,-1.4998617,-1.9928628,-1.6175858,-1.8030365,-0.74671644,-1.2965078,-1.5540848,-1.3318841,-1.4935316,-1.2838277,-1.857057,-1.3305867,-1.7692018,-1.6152374,-2.3783753,-2.2352297,-1.7576175,-2.088269,-1.7385818,-1.5501527,-1.8960073,-2.2603412,-1.0542309,-1.4490746,-1.3475732,-1.8368713,-1.4892887,-1.5043666,-1.4154344,-1.762295,-1.6650258,-1.6725621,-1.4506463,-1.8015732,-1.9542773,-1.3024523,-2.1179078,-1.8666672,-1.8237876,-1.7035817,-1.9163545,-1.1526154,-1.437412,-1.8345361,-1.399314,-1.6240513
-1.6460004,-2.5773253,-1.468095,-1.5007725,-1.9813285,-1.7665095,-1.3741207,-1.2357893,-1.6709974,-1.3519002,-1.1401783,-1.3746591,-2.078688,-2.5584242,-2.611514,-2.1952538,-1.7249775,-1.6642092,-1.7504977,-1.5763999,-2.0498583,-1.8999572,-1.6683583,-1.7563086,-1.5061821,-2.0588145,-1.8827809,-1.3241761,-1.8744648,-2.4765735,-2.2767315,-1.7586905,-1.406976,-2.2235334,-1.8474429,-1.9164298,-1.5929705,-2.567286,-1.2041591,-1.8803475,-1.939719,-0.91328883,-2.2382305,-1.9765457,-1.6833789,-1.2816048,-1.9111838,-1.4293417,-2.3326437,-1.4935417,-2.0956223,-1.1746664,-2.0657246,-2.3275118,-1.954827,-1.815619,-1.7620008,-1.4869931,-1.7350863,-1.8742946,-2.0060368,-2.4716947,-1.8908722,-1.928591,-1.8713906,-1.7590284,-1.9147744,-1.7615867,-1.8143462,-2.1293156,-1.3999035,-1.7792567,-1.6161313,-1.4134592,-1.5111884,-1.3603055,-1.8462839,-2.1404712,-2.3037353,-1.4323165,-1.5475873,-1.7073787,-2.0433717,-1.0821671,-2.0947742,-1.9310483,-1.6436658,-2.1955647,-1.465059,-2.3717978,-2.0930502,-1.8065611,-2.2795224,-1.7666532,-1.4850693,-1.8807917,-1.4783884,-1.8054562,-1.0592644,-1.8977159
