sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
-1.2824225,0.077668995,1.127724,1.3712236,0.33396262,2.1386375,1.3417295,-1.5716653,-0.6664014,0.304206,0.04567024,0.053234816,1.0245835,1.073095,0.19704103,0.83126295,0.1467557,1.1090181,-0.42970675,0.6741687,-0.1302937,-0.32591757,-0.05358845,-0.9186986,1.5727935,1.0107542,-0.95505464,0.09341028,0.7716642,0.3198583,-0.18836008,-1.624167,0.2593788,-0.46581554,1.0411649,-0.80670184,0.62679154,0.90514016,-0.18251282,1.4159664,1.145431,0.46408108,0.33076763,0.13883895,-0.13106291,0.79107344,-1.6262412,0.5653955,0.734733,0.9956518,-0.37506443,0.13242504,-0.15009332,-1.2218394,0.035244107,1.4674711,0.04518795,-0.4487242,0.71061444,-0.19556932,0.38281125,-0.14554709,0.09359194,1.7487285,-0.2396701,0.27393723,1.5198264,0.07678485,-0.30099827,0.23439026,0.5579828,1.6313488,-0.46666086,0.66886604,1.0665106,0.1225279,-0.38637662,0.78638816,0.3613637,0.9577122,2.361478,0.3268212,1.4390334,-0.06894231,1.0226951,-0.69254196,0.45737514,-1.9405386,1.1492876,0.4191988,-1.2399192,0.08482885,0.9518546,0.84091187,-0.7581769,-1.1898197,0.4836803,0.14700305,1.541126,0.35586536
1.7447455,1.5909774,2.0993986,2.7024913,1.9117296,2.540471,2.1260028,2.3016224,2.8056834,1.9972888,2.0408847,1.4975774,1.9393222,1.0270008,1.7982873,1.6253003,1.9625802,1.8031971,2.771175,1.8459411,2.2318168,1.8281382,1.8074924,1.9810109,1.6050801,2.7746077,2.0873594,1.2512107,2.9341495,1.926151,1.8641608,2.704248,2.3683176,1.8300459,1.9330115,1.1960046,2.5182166,1.6939042,1.8801239,1.5528615,2.1824384,2.410337,3.548509,2.5998838,2.232548,1.3711095,1.8759303,0.9676283,2.6010592,2.3902392,2.017475,3.1709485,1.7266368,1.9440193,1.8930501,1.5344644,1.7533436,2.0254931,1.1804371,2.034558,1.9092664,0.76958513,2.2979608,1.7435321,2.8262162,1.2411274,1.3556817,1.4735599,2.4700837,2.208457,1.9926132,1.3561502,2.6053948,2.3449214,3.126012,2.398653,2.1417718,1.7131817,1.4122872,2.131246,2.558065,2.5131626,2.7433581,2.7358437,1.9759872,2.9529638,1.8402655,1.7496892,1.488022,2.4199255,2.3913035,3.0551395,1.2752142,1.6389046,3.2938209,2.5090995,3.0140047,1.7741244,2.2791076,1.7663953
2.652131,2.0661075,1.6263952,1.7255119,1.9375867,2.1167889,1.75619,1.7343524,1.758148,2.0513577,2.3883872,1.4120065,1.8625579,1.6436399,1.9966166,2.1880498,2.1069453,1.7531735,2.531343,1.9633287,2.6252084,1.7562245,1.8071523,2.1804676,1.9404602,1.6773198,2.32622,2.3484712,2.4260685,1.6350073,1.7313105,1.5910705,2.246071,1.7573782,2.1229687,2.2913642,1.6136564,2.0007744,1.7460525,2.0131063,1.6380125,1.7656734,1.7148275,1.7605512,1.6991093,1.8477957,2.2111042,1.8318281,1.3093386,2.5945735,1.6704179,1.801242,2.0594428,2.1029172,2.3677084,1.7731539,1.8892119,2.5354686,1.9794345,1.4980602,1.7535284,1.9527292,1.9558218,1.9295396,1.7854507,1.9482155,2.0905025,2.125889,1.6401863,1.8663996,1.8949845,2.000473,1.7409112,1.7722108,1.9177755,1.760103,1.8576349,1.8836135,2.8610954,2.5928977,1.285606,2.0505567,1.960385,1.4714715,2.2732668,1.8561974,2.207714,1.8361342,1.0961785,1.4197725,1.958364,1.5353967,1.9014455,1.5827262,2.4268875,2.0307655,1.913007,2.61296,1.2391245,1.9624459
1.6805787,1.0617319,2.7418656,1.8038168,1.8041949,2.09993,2.2250586,1.56844,1.0597407,1.8382051,1.8523555,1.4298292,1.9870436,1.6074618,1.742398,1.6194308,1.0257726,1.7808037,1.9828761,2.390996,1.4621413,1.7239151,1.4224838,1.1562033,2.1577265,1.4536552,2.2168376,1.8651743,1.1290383,1.5768179,1.2828877,1.6709843,2.1358318,2.407679,2.2156692,0.8788498,2.4591112,2.3102417,1.2133663,1.3414102,2.3478477,2.0451534,1.4384983,2.0404413,1.899576,1.1149737,2.0196643,1.5868638,1.7672818,1.705762,1.9100516,1.8297887,2.283934,1.3617046,2.1322389,1.6467322,0.77660227,0.88014877,1.8399626,2.278133,1.3537569,1.4964879,1.6474133,1.5630871,0.71655,0.9829997,1.2166839,1.5183814,2.725271,2.238122,1.4327167,1.7091696,1.2355182,1.9793861,1.9575405,1.8924801,0.60841715,1.8517338,1.2061834,1.3124311,1.7437465,2.090981,2.0487928,2.3330472,1.2122992,2.3044639,0.61685157,1.5438967,1.2912107,2.2067988,2.002603,2.4377983,1.8528965,1.0661098,1.3926864,1.6518328,2.2911685,1.2253726,1.8669007,0.45297754
0.96787095,0.6927575,1.2154915,0.7501085,0.9802778,0.6216542,0.10202035,0.8533858,0.9685899,1.136827,1.0059035,1.0104617,1.4606749,1.1050105,1.1843743,0.9598806,1.3930968,0.8116125,1.257359,0.8987499,1.2013612,0.5766759,0.90744257,0.97763026,0.6431796,1.108284,0.6864792,1.800709,0.8984371,1.0011399,1.108071,0.4884026,1.0135053,1.1880766,1.1374338,1.0983242,0.26638868,0.93597853,1.3385425,0.98212993,1.0824466,0.7038604,1.3591073,0.9014182,0.3402753,0.8132588,1.0807692,0.74999493,1.2865429,0.6495125,0.34022105,1.3451414,0.99288476,1.6288812,1.2716448,1.1811994,0.71866524,0.58729315,1.165149,0.94761634,0.37524432,1.1447262,1.0014746,0.38124466,1.2796488,1.010843,1.042019,0.6078211,1.0811676,0.6520447,0.7311514,0.7552897,0.9282019,0.6280599,0.7188225,1.004984,0.41046184,1.1848421,0.7607477,0.77323115,0.42408216,0.3845916,1.2159483,1.2202483,0.5536075,0.61939645,1.0686555,0.7385838,0.96700794,0.8600031,1.2585887,0.30096793,1.2463633,0.29642534,0.7647813,1.3544048,0.5949506,0.6866863,1.5794522,0.49262702
0.07146278,0.08691409,-0.017664254,0.44284177,-0.05772026,0.46305245,-0.020790488,0.19318536,-0.35813466,0.23110527,-0.26900566,1.1087029,-0.42135412,0.20852306,0.43787214,0.8725735,0.3432778,0.06461918,0.07064638,-0.5320064,0.9055265,-0.41060913,-0.04279381,0.09285995,-0.133923,0.028209984,0.111122936,0.5097067,-0.39510828,-0.088522464,0.64177716,0.74938494,0.107405454,-0.45788562,0.55355334,-0.2984876,-0.19331497,-0.5484267,0.386778,0.61727226,0.39964953,0.09456143,0.6976222,0.044681698,0.20419732,0.6537565,0.092755795,0.3149984,0.2960006,0.10834694,0.8460655,0.19660103,-0.022879288,1.3960043,0.21093893,0.4148478,0.51367193,0.5512622,0.3886362,0.7360616,-0.335832,0.83189344,0.86773443,0.15137637,-0.18313766,0.636842,0.99923676,0.78278446,0.20721078,0.7033686,-0.21801692,0.45522842,-0.34521806,0.0034989417,-0.4513856,0.5371095,0.7022738,0.14362489,-0.042783976,0.5248115,0.6146791,0.5193906,0.46211073,-0.028524816,0.42849335,-0.09084298,0.3230871,0.72178197,0.8610196,-0.17597172,-0.7373583,-0.15857182,-0.1831255,0.8927882,-0.14802337,0.02549684,0.51149297,0.52833027,-0.39534095,0.38937235
0.3684832,0.3617531,0.71663845,-0.57979727,0.56246364,-0.25784168,0.0065752864,0.07931632,0.1717121,0.7459215,0.36642385,-0.32464015,0.31947982,0.6621902,0.060635895,0.5666427,1.2188494,0.15795803,0.3592623,0.8479946,-0.023511112,-0.2823155,0.18542278,0.77226555,0.0933041,0.07906175,0.41329157,0.7289087,0.40626875,0.024349213,0.46384108,0.49528664,0.5362542,0.16376716,0.3918575,0.4545525,0.011446893,-0.07024956,0.3013289,0.012873381,0.37030542,0.19730118,-0.15612665,0.008888841,0.7554633,-0.3404534,0.2758113,0.30176824,0.1770536,-0.06261575,-0.34779397,0.65343803,0.4975704,0.39907557,0.17821437,0.07182115,0.29259065,0.15211284,-0.18064928,0.30308896,-0.021542579,0.18147641,0.018904269,0.32897085,0.29437563,0.54950446,-0.642056,0.43177205,0.5272858,-0.09677932,0.23036274,0.049399734,0.8859177,-0.34513927,0.39735246,-0.16547307,0.7757489,0.6626368,1.0908607,0.1247869,-0.20636383,-0.012384206,0.09603819,0.35984278,-0.018338561,0.7560502,0.36227357,0.5984607,0.12459642,0.2208603,0.51998097,0.5999238,0.38180652,0.335271,0.14986587,0.39601558,0.121224254,0.4339175,0.423532,-0.12826112
0.7637961,1.1539639,0.59472066,0.304195,0.18839163,0.14267492,-0.07792461,0.2343477,-0.31346858,0.7810518,0.4574927,-0.026628256,0.06785339,0.06943607,0.6897247,0.6185132,-0.10656428,-0.16199124,0.666028,0.39975318,0.6341112,-0.027950704,0.34818017,-0.13595176,0.39895147,0.35230672,0.27064866,0.41806936,0.64369863,0.36106128,0.1272909,0.804132,0.20972574,0.26879823,0.10576528,0.5426744,-0.2223002,0.11468154,0.18275934,0.6876375,0.43934792,-0.037830234,0.3994221,0.46531212,-0.34661892,0.8855282,0.58131087,0.28618228,0.765747,0.5274474,0.41259307,0.8606487,1.3915867,0.46807444,0.42234838,0.21393698,-0.1012491,0.14800978,0.6757503,0.84003735,0.7305652,0.6609376,0.4452784,0.57002056,0.4117869,-0.11785734,0.6015297,0.50229734,-0.03883785,-0.0715906,-0.016588092,-0.3157763,0.9224676,0.41500938,-0.50315964,0.16129017,0.38403028,0.4424206,0.77538747,0.6379794,0.55617493,0.37428403,0.5564446,0.62779015,-0.10303396,0.6803395,0.43189096,-0.017014474,0.84094614,0.6987421,0.38410842,0.5858989,0.19921309,0.102603436,0.37699962,0.7433443,0.7947778,0.5176753,0.04068446,0.8204063
0.4334311,0.99925864,0.3597976,1.4006178,0.21840674,-0.47790033,1.1669974,0.2103256,0.6542164,0.715536,-0.16232783,-0.30887878,0.06334919,0.14256221,0.45690584,0.26517582,-0.03836322,0.57318825,0.44679213,0.3657933,0.7745106,0.5516818,0.7649789,1.1840708,0.95272934,0.077822804,0.8944555,-0.03188002,0.86987126,0.75127566,0.62056744,0.41171765,0.16013801,0.8548421,0.8425811,-0.2949137,0.49775267,0.36137462,-0.025602102,0.48490608,0.3369646,0.5551928,0.40875673,0.38956952,0.31715846,0.24487817,0.6199895,0.21498007,-0.008332372,0.92074996,0.7929969,0.42441225,0.5244542,0.44290406,0.58439827,0.5231198,0.6571811,0.23437107,-0.38826847,0.08970344,0.37597358,-0.24549282,0.11961329,0.74905306,0.3194673,0.6055915,0.21089315,0.4518388,0.28221893,0.46395922,0.37579936,0.72072065,0.7647809,0.8320597,0.6697686,0.18778563,0.9035691,-0.063060164,0.012708366,0.3132447,1.0330472,0.18362498,0.09211737,0.40029252,1.4489757,0.4673164,0.96490186,-0.06402266,0.2561897,0.113744736,0.47452873,0.27292693,0.963751,0.8343046,1.0049713,0.3073349,1.0262151,0.16381508,0.7359045,0.36729217
-0.3783243,-0.2656104,-0.12793481,-0.11577833,-0.52820003,-0.41497707,0.0153144,-0.80991256,-0.7809424,-0.17234337,-0.7891259,-0.8258581,-0.014255345,0.008833289,-0.45466998,-0.40925545,0.23218864,-0.5195793,0.017468214,0.038244247,-0.4495849,-0.5053358,-0.3392409,-0.29001564,-0.5726756,-0.13470232,0.005311489,-0.9069782,-0.0121715665,-0.33747688,0.031202108,0.11438471,-0.685277,0.24945718,-0.21686393,-0.8064903,-0.16403449,0.18180722,-0.27519,-0.082037985,-0.26013082,0.017092347,-0.8787692,-0.44093007,0.45811337,0.063839614,0.107655466,-0.16422439,-0.73388356,-0.32428494,-0.16733623,-0.44685012,0.0779205,0.09566322,-0.4311829,-0.12803215,-0.8507121,-0.024379551,-1.2769463,0.3200367,-0.18953207,-0.82310253,-0.613128,-0.19494689,-0.6841174,-0.9139232,-0.20995113,-0.45086148,0.22249395,-0.72682965,-0.25081033,-0.24454457,-0.03805712,0.4176602,0.020731628,-0.28755137,0.2099235,-0.11820719,-0.21808001,-0.15619904,-0.5206189,-0.1424411,0.053134084,-0.5701734,0.18312132,-0.17314258,-0.21180767,0.1288181,-0.29634798,-0.42775357,-0.27952874,0.32657546,-0.2593162,-0.11755514,-0.01323387,0.14601004,-0.13615099,-0.26294446,0.23658252,-0.49030456
