sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
-0.6839294,0.39230552,-0.30145347,0.2602988,0.26308358,-0.38389933,-1.1194448,-0.13900715,-0.42467502,-0.70729417,-0.84833646,-0.46052,-1.214133,-0.109363586,0.39784756,-1.6051978,-0.44278347,0.29952407,-0.48983467,0.093238294,-0.12900239,-0.7092673,0.19812632,-0.51657933,0.06258482,0.5102015,-0.9458,-1.1958787,-0.46773902,-0.7309597,-1.7518342,-0.67014295,-0.55637926,0.23201361,-1.1252712,-0.17594242,1.5052433,0.49686563,-0.03186792,-0.1543872,-0.611225,-1.1911647,-0.8391582,-0.015141964,1.6330239,-0.04908991,0.72253466,0.2731881,-0.64385676,0.51345104,1.0307404,-1.8345014,-0.2861545,0.56291366,0.37294754,0.7148112,0.31163567,-0.71328235,-0.7823526,0.16933149,-0.38504314,0.9796415,-0.27111864,-0.8166473,-0.6746212,0.7688384,0.7357373,-0.70254534,1.1115489,-0.056464314,0.0615443,-0.108775645,0.53641415,-0.31066978,-0.96468097,-1.6067414,-0.9538317,-1.2323226,-1.4951476,-1.2050574,-0.95058775,-1.1430769,-0.9041153,-1.0694461,-1.9392955,0.7260548,-0.47077596,0.45779443,-2.1463745,-1.0322945,-0.12660101,0.1116775,-0.3214534,0.79021525,-0.18932438,-0.28004527,-0.7071369,-0.4983287,-0.6729977,-0.0047483444
1.9260228,1.6093795,1.8117572,1.5527958,1.3435372,1.273718,1.3890206,2.2136722,1.5551262,2.6393473,1.4603341,1.4232693,1.1005898,0.8177892,1.433945,2.5835736,1.0453264,1.4504894,1.669025,1.5836673,1.9240776,1.4150283,1.1594617,1.7687473,1.2010634,2.0460672,1.0905385,1.9550365,1.9574695,2.1156902,1.76213,1.6017298,1.363581,1.5029957,1.322567,1.2383133,2.2980187,1.4510925,1.8086358,1.4293224,2.1655319,2.0095844,1.6082722,2.3923368,1.5267932,0.49221644,1.3686109,1.2657777,1.6347585,1.837623,1.6871438,1.3631693,2.5687947,1.1852326,1.8812672,1.6375251,1.7448733,1.7119117,2.3551493,1.2373664,1.0782213,2.153234,1.4558375,1.16201,1.7462515,1.0618253,1.457402,1.9710267,1.4387212,1.1053622,1.1127348,1.6821308,2.4015503,0.608919,1.0117253,2.3729146,1.787805,1.6131605,1.3843073,1.5962504,0.9429873,1.2412214,1.6327076,1.6603012,1.2576215,2.282392,1.2202151,1.7108604,1.2394726,1.5666482,1.3379524,0.91451985,2.034567,2.1757276,1.9243536,2.0383844,1.2006843,1.5811564,2.1511981,1.6010101
1.8492415,1.5554266,1.2590814,2.0519438,1.7816335,1.9588497,2.017223,1.3931372,1.3156536,2.090469,1.8992219,1.2830602,1.0615809,1.4093319,1.6927481,1.8640652,1.7914491,1.3290302,1.4330027,1.5743871,1.0772649,1.8349519,1.3675994,1.90043,1.7236607,1.8452547,2.1197305,1.4002004,1.2488163,1.7908001,1.469347,1.8369809,1.8031075,1.5184629,2.542705,1.4386113,1.4202368,1.2848977,1.6346335,1.4073732,2.0583618,2.032703,1.3487743,1.4303211,1.5325346,1.2693152,1.666986,1.5160148,1.6841393,1.8956807,1.8598803,2.0275903,1.922154,1.2357638,1.107247,1.6650026,1.319166,1.9482385,2.0341957,2.1172557,1.6601576,1.1689634,1.5573633,1.8825064,1.9123633,1.8433206,1.7204068,1.8934653,1.1636953,2.3004668,1.6415837,1.7367111,1.7050979,1.5269134,1.8541572,1.8096104,1.452554,1.9235549,1.6052169,1.6924736,1.4485414,1.8438118,1.8794366,1.9348617,2.1544724,1.3972223,2.4675598,1.6839828,1.7527555,1.9218243,2.1097765,1.7654366,2.07039,2.1857285,1.4552476,1.373992,2.1771352,1.5297518,1.8623896,1.2546368
1.1079335,1.2587559,0.93710524,0.555919,1.2341623,1.3219765,0.63885444,1.0348325,0.14644301,1.36099,0.8223045,-0.033805728,1.0402288,0.76573265,0.96365136,0.837037,1.0175645,1.1274858,1.0893993,1.3618507,1.1833141,0.63752973,0.7863697,0.42697385,0.6495008,0.4658926,1.0970325,0.76961195,0.63278306,0.92670643,0.6304966,0.5970286,0.47511303,0.6590163,0.6681192,0.58449876,0.62707865,1.1670313,0.66671276,1.2014018,0.7389746,0.8539345,0.8816216,0.48548883,1.1294491,0.879907,0.98276615,0.52205795,0.8529162,0.76273733,0.665638,1.0596423,0.5632564,0.7886214,1.2547222,0.9716244,0.95457506,1.1551936,0.7838641,1.3150635,0.68172544,1.0037471,0.51328194,1.2249818,0.7351924,0.95923984,0.8969346,0.62881815,1.0414633,0.6456495,0.99292827,1.4646945,0.4610443,0.54074705,0.80255854,0.81725705,0.9991567,0.9210386,0.83662015,1.086642,1.22972,1.0648782,1.272088,0.019262373,1.397447,1.7425151,1.4076699,0.6937094,0.60065264,0.8812728,0.65339833,0.47978127,0.8260751,0.9508512,0.35722148,0.95545673,1.0635574,1.0915539,0.87653387,0.7558873
-0.21345729,-0.39818078,-0.31412458,-0.7434193,-0.60258967,-0.63863194,-1.3468348,-0.9526524,-0.30173263,-0.8596558,-1.4958472,-1.074765,-1.1978433,-0.07902494,-0.6324235,-0.452811,-1.0667626,-0.010195971,-0.7568662,-0.7216298,-0.5075177,-0.13111088,-1.0633988,-1.1754298,-1.5632288,-0.32650217,-1.1621118,-0.8012395,-0.48918992,-0.5790763,-0.31830978,-0.54564494,-0.7474134,-0.39213717,-0.68501014,-0.6199013,-0.44614622,-0.8915584,-0.66198826,-0.14603981,-0.65959674,-1.3387728,-0.71803397,-0.8307335,-0.6284901,-0.5678297,-0.8935911,-1.2105029,-0.61535525,-0.8624607,-0.5771429,-0.9836302,-0.9792317,-0.099212825,-0.49601153,-0.20698652,-0.7170564,-0.7530079,-0.8316413,-0.82545805,-0.759367,-1.0321431,-0.88598007,-0.62365294,-0.7410768,-0.7905635,-0.5341224,-0.88724685,-0.3225887,-0.8419265,-0.80911803,-0.8134129,-0.7016866,-0.6562396,-1.1289124,-0.7458071,-0.72301143,-0.5504863,-1.1347793,-1.0609185,-0.79496145,-1.0166745,-0.68022203,-0.7994329,-1.0431397,-0.7444099,-0.72434914,-0.3245038,-0.48011002,-0.007862389,-0.9314167,-0.044466883,-0.88711524,-0.5312858,-1.0639906,-0.69333184,-0.6916926,-0.50213647,-1.2304296,-0.26342517
-1.2438397,-1.5668561,-1.9891839,-2.3685079,-1.7917578,-1.5462387,-1.4231181,-1.9096786,-1.8937166,-1.7777629,-1.7186148,-1.4101474,-2.0395641,-1.1552794,-1.3934072,-1.6582267,-1.3991129,-1.4537383,-1.5918325,-2.166706,-1.7210863,-2.08933,-1.7519398,-1.403104,-1.4436854,-1.220164,-1.3775854,-2.167805,-1.7312253,-1.7699763,-1.3226521,-1.3296376,-1.8479483,-1.4017621,-1.4981492,-1.3112559,-1.6409254,-1.4720045,-1.4879961,-1.7348552,-2.0034661,-1.683991,-2.0067766,-1.8516488,-1.3990879,-1.6887449,-1.9739404,-1.1676847,-1.9035037,-1.1520722,-1.7934759,-1.5655279,-2.1053238,-1.2626501,-1.6321101,-1.6117116,-1.7808194,-1.8601503,-1.7470775,-1.5704749,-1.516943,-1.8757031,-1.8980377,-1.6819156,-1.2068965,-1.4890107,-1.7511233,-1.4066122,-1.5729256,-1.3335077,-1.7956417,-1.4519817,-1.5163063,-1.3955033,-1.6403792,-1.755067,-1.7081857,-1.6965967,-1.7705075,-1.6598802,-2.0030434,-1.449549,-1.7441823,-1.6889298,-1.4052861,-1.4560742,-1.3939704,-1.5147431,-1.5213583,-2.0500257,-1.315905,-1.6222609,-1.2692521,-1.3434136,-1.6735804,-1.6005749,-1.6799133,-1.1650711,-1.4719379,-1.8068392
-2.011498,-1.9060915,-1.7874637,-2.1043382,-1.9380677,-1.7272496,-2.2509944,-2.3156152,-1.368419,-1.8456073,-1.6563023,-1.4839082,-2.1987624,-1.6515577,-1.7950828,-1.7602575,-1.9951892,-1.5988607,-1.6980119,-1.6637496,-1.5085006,-1.6136193,-1.4712958,-1.8577003,-1.5340583,-1.8120742,-2.4411116,-1.8547139,-1.7452915,-1.5197484,-1.378611,-2.1975856,-1.6281048,-2.0264454,-2.3271275,-1.7036937,-1.6508486,-1.0310277,-1.6777551,-1.6098634,-1.8249743,-2.0831423,-1.5164242,-1.8993151,-2.8250146,-1.4446889,-1.6059141,-1.844931,-1.8774718,-1.879144,-1.5133557,-1.766051,-1.9370944,-1.3452604,-1.7889932,-1.7766836,-1.5261163,-1.9400059,-1.921648,-2.2952144,-1.6911259,-2.0404801,-1.6018412,-1.3808358,-1.7956451,-1.9535971,-2.0329757,-1.4061265,-2.1820297,-1.330998,-1.7987611,-2.1948013,-1.5849212,-2.134785,-1.6799834,-1.6056234,-1.373259,-1.7893926,-1.5029576,-1.9826021,-1.7145643,-1.6343439,-1.7069757,-1.7869381,-1.7792875,-1.9643953,-2.2099347,-1.5448074,-2.0414445,-1.7805587,-1.6524,-1.9991493,-1.6436391,-1.5757202,-1.7378707,-1.0933948,-1.8749729,-1.4378653,-1.8084221,-1.7438416
-1.546624,-1.1753837,-1.770257,-1.7287643,-1.4451644,-1.8742945,-1.214704,-1.7395103,-1.669992,-1.6608952,-1.6393771,-1.6504338,-1.4261839,-1.6510491,-1.4459181,-1.3373668,-1.5128471,-1.6533779,-1.5071021,-1.584249,-1.6124108,-1.6792098,-1.2725413,-1.444766,-1.2380784,-1.4612437,-1.8117373,-1.4652188,-1.5410764,-1.846283,-1.0714934,-1.3496289,-1.4546614,-1.1862853,-1.6370498,-1.2982283,-2.001446,-1.4199834,-1.2413754,-1.3055012,-1.2141494,-1.7726017,-1.012304,-1.2240518,-1.9232885,-1.3573678,-1.6066396,-1.5256586,-1.439457,-1.1665044,-1.8461629,-1.4324651,-1.2386534,-1.4386885,-1.4697151,-1.356698,-1.4921585,-1.5116631,-1.0305686,-1.540868,-1.1042395,-1.3848133,-1.4197717,-1.691436,-1.2392755,-1.8280665,-1.6203558,-1.5660222,-1.2276852,-1.3957978,-1.3770175,-2.0345857,-1.1138625,-1.1685152,-1.466722,-1.9109628,-0.8019319,-1.8381487,-1.4115524,-1.3717065,-1.4203119,-1.4249761,-1.4633218,-2.0796428,-1.3536849,-1.5383656,-1.6224825,-1.4142333,-1.4662749,-1.975653,-1.2985736,-1.0527062,-1.1382762,-1.7747972,-1.6055248,-0.81823343,-1.5195776,-1.3003771,-1.272966,-1.5889963
-1.1590487,-0.8130678,-0.9442514,-1.4570603,-1.3243382,-1.3267312,-1.2873638,-1.3911177,-1.2615514,-1.1619374,-1.5421855,-0.7695276,-1.197305,-0.92994237,-0.98812556,-1.4882557,-1.145213,-1.1600945,-1.0867141,-1.6292613,-1.2835641,-1.4316396,-1.2460659,-1.2262542,-1.2867897,-1.8217263,-1.4436969,-1.2279029,-1.1709807,-0.8844513,-0.7843385,-1.5390965,-1.0833962,-1.2952021,-1.3880796,-1.3650438,-1.5253246,-1.3886913,-0.9061692,-0.815662,-1.1911005,-1.7300775,-1.6577044,-1.3587528,-1.5268438,-0.95128375,-1.3092377,-1.372754,-1.2852981,-0.99075526,-1.7477636,-0.95030886,-1.8045456,-1.2457467,-1.2675855,-1.1664567,-1.4758776,-1.2765733,-1.0505413,-1.0237132,-0.92641354,-1.2730954,-1.2374262,-1.4584743,-1.4245224,-1.1668957,-1.5749959,-1.3612838,-1.4750354,-1.3401726,-1.200416,-1.3367965,-1.2825556,-1.7307665,-1.275953,-1.7702112,-1.2266557,-1.2345514,-1.3586202,-1.2167387,-0.9145512,-0.98674875,-1.1499625,-1.5496945,-0.7692323,-1.1497341,-1.489131,-1.2242204,-0.77311784,-1.1357616,-1.5707395,-1.3156562,-1.2658707,-1.5755818,-1.4011228,-1.3723974,-1.3328491,-1.2850336,-1.3993776,-1.4490558
-1.1857764,-1.1768909,-1.6465588,-1.7265174,-1.4077026,-1.1780063,-1.498873,-1.5092043,-1.4956652,-1.5894661,-1.2042575,-1.406512,-2.0208397,-1.5488083,-1.5745306,-1.243111,-1.7388579,-1.5297946,-1.1239288,-1.2381496,-0.60191506,-1.293932,-1.5918874,-1.4756818,-1.2186539,-1.6032695,-1.9291166,-1.1139091,-1.1011661,-1.3323632,-0.87898386,-1.5941459,-1.2174231,-1.4921731,-1.2640824,-1.6457449,-0.8157372,-0.947034,-1.324175,-1.9146998,-1.9304472,-1.3162808,-1.2641231,-1.5691351,-1.4669628,-1.7260457,-1.2942733,-1.6214693,-1.0688123,-1.3662813,-1.161902,-1.4391282,-1.6442066,-1.0171739,-1.5029031,-1.6680654,-0.6136761,-1.2479316,-1.2458988,-1.3308411,-1.4500554,-1.9315362,-1.1150221,-1.6863447,-1.0237957,-1.2801367,-1.219387,-1.0317903,-1.5844481,-1.2561302,-1.272613,-1.6569314,-1.3322328,-1.2480066,-0.9089427,-1.214199,-1.3135483,-1.7557008,-1.0857544,-1.5257032,-1.3230151,-1.6529001,-1.1331766,-1.5461717,-1.1197537,-1.359338,-1.473682,-1.4549763,-1.3252076,-1.8241895,-1.7427924,-1.120807,-1.2819597,-1.2363095,-1.2938873,-1.1586777,-1.6731502,-1.1760448,-1.5395706,-1.7408643
