sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
-0.99837387,0.052209496,-1.350466,0.4767844,-0.94288075,-0.014863372,0.6959225,-1.3693438,-1.052366,0.9069484,-2.221057,-0.5444428,-0.0056913495,-0.296077,-1.0921717,-0.7269461,-1.1451346,-0.114364386,-1.4471445,-1.5704656,-1.6569903,0.3066563,0.9083404,0.0005546659,-0.19583863,-0.46373475,-3.0797043,-0.09193629,0.68919843,0.46820498,-0.30303895,-1.3505955,0.8338101,-0.026688576,1.4006231,-1.5593442,-0.43981636,-0.92161095,-1.4236193,-1.8927935,-1.8775077,0.8524661,-0.9362723,-0.18328232,0.5746671,-1.1967343,-1.2149667,-0.3111519,-0.69806635,-1.1802049,0.5277505,-0.52359474,-0.62690806,-0.18168211,-1.1779107,-0.62285316,0.031805426,-0.9581945,-2.433953,0.87295055,0.79056454,0.6858986,-0.98028064,-0.51105976,-1.1568791,-0.19791383,-0.2928381,-0.42939067,-2.035529,-0.72870034,0.086410165,0.49714273,-0.50726235,0.5023842,0.4024949,-0.17080617,0.20122641,0.30741823,-0.8800583,-1.6299202,0.047318697,-0.6512497,0.6612928,-0.15052584,1.3426636,-1.0047622,0.7263336,-1.4081223,-0.18285196,-0.4926868,-1.0034199,0.23888798,-0.33361918,0.5112195,0.53069097,-1.7944359,-0.9507004,-0.2704376,0.9366194,-0.24107198
1.867507,1.3227544,0.9632648,1.3885305,2.4364686,1.4060262,1.492772,0.8777891,2.2579231,1.5156467,1.8216021,1.7941784,0.32426032,1.4487023,1.6634138,1.6864377,1.2844543,1.4593726,2.0701582,1.258098,1.0699697,1.649595,0.91972727,1.6176157,1.4439133,1.2664558,1.4434645,1.6412445,2.0701451,1.3316039,0.91930723,1.4787778,2.1517525,1.8175149,1.7059017,1.3841383,1.4731913,1.5841694,1.4179051,2.1430395,1.8074219,1.8118654,2.0155437,1.919786,1.7197161,1.6680893,1.7137954,2.2578306,1.644334,1.3741288,1.562073,0.5216596,1.4929495,0.8235756,2.0633745,1.5152397,1.0262418,0.83076304,1.9158919,1.8293003,1.683163,1.4869795,1.8837337,1.9915421,1.176716,1.0303205,0.5597509,1.4962459,1.2732644,1.3193033,1.5809937,1.6048646,1.1521055,2.0237265,2.3104858,1.9533999,1.0331252,1.6052146,1.6279626,1.7063923,2.0664444,1.7632692,1.5378815,2.258713,1.8577226,1.41451,1.0492127,1.5583498,0.8224375,0.6277299,1.354356,1.9565129,1.0754524,1.8409262,1.1669903,1.4841387,1.1830068,1.6316516,0.8943269,1.0805444
2.00938,1.669583,1.7930824,2.1287289,1.8672836,1.3014793,1.3536831,1.7337545,2.0635207,1.5755993,1.7299767,1.7052608,1.6571374,1.7402084,1.9439418,1.6994278,1.9348493,1.7372177,2.294479,1.6855767,2.3948588,1.9133936,1.7486947,1.7241757,1.5671985,1.3506447,1.7153306,1.5128198,1.617187,1.6352174,1.604543,1.734591,1.1456925,1.9410197,1.8238428,1.7675653,1.5498221,1.7905486,1.8793375,1.7189533,1.9669895,1.68399,1.9774405,2.3559566,1.5331846,1.554054,1.9817932,1.837067,2.3367424,2.0522933,2.1681714,1.4131639,1.7428101,1.8750434,2.2514682,1.8750448,1.3216585,1.8966622,2.0683665,1.5917221,1.5123932,2.1201,1.2884178,1.8268955,1.6496708,1.5972908,1.4165165,1.0910137,1.5356584,1.309164,1.4917233,1.4627209,1.7595501,1.4857464,1.0599167,1.5305511,1.3054639,1.5688021,1.379459,2.2153227,1.8823844,1.8628273,1.7022172,1.1102211,2.247992,1.8105042,1.6548874,1.1807165,2.018457,1.9363797,2.0490198,1.5778503,2.0073142,1.5752811,2.4298205,2.113493,1.5864356,2.159553,1.84528,1.3791237
0.94390666,1.0788262,0.07626003,0.5995057,0.57497334,0.75694174,1.1194847,0.5796888,1.1395172,0.642207,0.44876888,0.14430243,1.2302048,0.52908224,0.93941325,1.323158,0.922703,1.1595714,0.78822696,0.4060606,1.2678124,0.44261903,0.8215779,0.85707057,0.6894443,0.7168079,1.0896606,0.89066947,-0.010291725,0.7539266,0.88811404,0.87928706,1.1289062,1.0558069,1.1443834,1.4193803,0.97670573,1.0587484,0.6718533,0.75808156,0.81064904,0.93855697,0.4397077,1.0189203,0.76022124,1.1536039,1.0798249,0.7290324,0.73482585,0.5680916,0.5438081,0.7260956,0.8664234,1.0358983,0.6840404,1.1705716,0.6815018,0.81874377,0.9391711,0.60968304,1.0473465,0.8479612,0.4095338,0.6792741,0.6118071,0.8493721,1.2570899,0.5816412,0.8993388,0.36263233,1.4701746,0.9676005,0.69704735,0.70620596,0.18290055,0.62019616,0.58325684,1.342454,0.5044569,0.67205673,0.46687534,0.70045143,0.53543365,0.24502987,0.4526013,0.70713776,0.537238,0.5515775,1.2353708,1.3319705,1.2891623,0.7804674,0.8869115,0.6711079,0.44779158,0.60626054,0.5771997,0.77763706,0.47069475,0.90265703
-0.6325326,-1.0834671,-0.9223783,-1.0362096,-1.1074164,-0.7763964,-0.7721401,-0.41229767,-0.97886354,-0.66163945,-0.6228408,-1.3385942,-0.61975396,-0.6992696,-0.8338503,-1.3479421,-0.5182154,-0.5638867,-0.8795609,-0.7902279,-1.4020392,-0.88894254,-0.7055435,-1.1582956,-0.7326742,-1.4615006,-1.0160861,-0.8084042,-1.0800076,-0.5657931,-1.2656972,-1.6519095,-1.2442026,-0.4773051,-0.82377434,-0.8788025,-1.3955641,-0.50388145,-0.59058344,-1.2993484,-0.91572857,-0.94030935,-0.93817496,-0.6393946,-0.8943763,-1.2872714,-1.0683838,-0.80904555,-0.56044036,-1.0627537,-1.0295415,-1.1283339,-0.3091433,-0.79524875,-0.6629732,-0.8710125,-0.9305757,-1.4315697,-0.65839815,-0.57171357,-1.3642488,-0.10011113,-0.67316854,-0.60021794,-1.2040652,-1.0955012,-0.795861,-0.87347245,-1.098854,-0.41221973,-1.0387454,-1.1333811,-0.81796706,-0.8470434,-0.44052482,-0.6369653,-0.51485074,-0.5742042,-0.50478286,-0.5752049,-1.2676603,-0.22912282,-0.7304755,-0.8449118,-1.3398447,-0.65966755,-1.3635358,-0.8725803,-0.8085073,-0.64313984,-0.74393475,-0.67162025,-0.49436665,-1.1809872,-1.0369189,-1.1992788,-0.60098505,-0.9338099,-0.4966497,-0.89201844
-1.5715971,-1.6687078,-1.2635972,-1.6747766,-1.8012317,-1.8755782,-1.664423,-1.715787,-1.78548,-1.3627925,-1.9845033,-1.4667704,-1.5336154,-1.484133,-1.737157,-1.6795135,-1.4413207,-1.9395301,-1.3503835,-1.8808534,-1.9401842,-1.7508394,-2.010588,-1.508107,-1.4670495,-1.7719457,-1.5931634,-1.8008871,-1.6561913,-1.0516424,-1.8712987,-1.4687794,-1.8685743,-1.4233519,-1.5891316,-2.4550114,-1.3021531,-1.7099084,-1.7574996,-2.1186295,-1.5825528,-1.6624053,-1.998235,-1.9082191,-1.7453058,-2.0222492,-1.6855862,-1.8701465,-1.6060803,-2.199718,-1.4910783,-1.4363215,-1.6181786,-1.7811153,-1.9095894,-1.645235,-1.1144085,-2.279881,-1.9088019,-1.7536006,-1.8959372,-1.3116182,-1.3033558,-1.7966323,-1.7462943,-1.9993372,-1.8363848,-1.7101643,-2.1995037,-1.3619888,-1.0161598,-2.0609732,-1.8042641,-1.5637522,-1.6882123,-1.659605,-1.4684229,-1.6756779,-1.4188569,-1.4747531,-1.385545,-1.8059044,-1.9522529,-1.2982409,-1.9741727,-1.7164118,-1.3190062,-1.9885371,-1.459243,-1.5039849,-1.5431433,-1.6827462,-1.9283934,-1.6477451,-1.778614,-1.1396532,-1.3484696,-1.7856916,-1.8551769,-1.5443192
-1.7801633,-2.4644852,-1.8061564,-1.7028217,-1.8552597,-1.4010304,-2.20071,-1.5535053,-1.7412746,-1.6459553,-1.6482961,-1.9049668,-1.6088096,-2.0329466,-1.9018959,-1.5948853,-1.8209288,-1.8050225,-1.5421894,-1.436333,-1.9393415,-2.0271678,-2.0481424,-1.7344627,-2.1406975,-1.4141078,-2.1305017,-2.096106,-1.5480142,-1.7398189,-1.8298333,-2.1835077,-1.6721396,-1.8276682,-1.8385074,-1.3991827,-1.5292608,-1.5914509,-1.906844,-2.0037394,-1.9285915,-2.0890326,-1.764719,-1.7797587,-1.4587774,-1.4442934,-1.5586267,-2.0378957,-1.7728007,-1.4990702,-2.2110844,-2.135367,-1.4109753,-1.8174541,-1.7742767,-1.8349532,-1.6840155,-1.466207,-1.7916622,-1.5707176,-1.8331267,-1.8488369,-1.9712343,-1.6555054,-1.8241429,-1.9077226,-1.3133655,-1.9754758,-1.5479649,-2.1674979,-2.1570923,-1.8719157,-1.5551095,-1.491439,-1.2873229,-1.6560504,-1.8808603,-1.3552282,-1.5233719,-1.5690236,-2.1481738,-1.5453628,-1.0774171,-1.5643243,-2.0965972,-1.3950198,-1.776248,-1.8269752,-2.1410165,-2.149187,-2.3678946,-1.8704535,-2.4050293,-1.784538,-1.1459966,-1.636686,-2.0245142,-1.5734518,-1.6751049,-1.4564254
-1.2880627,-1.7151511,-0.90060055,-1.306071,-1.4309918,-0.69044226,-1.6035593,-1.5199354,-1.8100336,-1.3658451,-1.3999786,-0.87062037,-1.2401252,-2.471589,-1.6664598,-1.1664529,-1.3848755,-1.9322398,-1.474691,-1.0974622,-1.7376524,-1.5221999,-1.6030607,-1.2387593,-1.163404,-1.1381001,-1.5361087,-1.4063503,-1.8463871,-1.622764,-1.3420429,-1.3410723,-1.2768848,-1.4424031,-1.5109103,-1.2650012,-1.1003406,-1.6016783,-1.3023889,-1.8804648,-1.851974,-1.2248429,-1.7128584,-1.7416573,-1.6849177,-1.9770646,-1.408663,-1.7718434,-1.2682767,-1.251071,-1.2386353,-1.2102472,-1.7144167,-1.8041328,-1.1965551,-1.5736288,-1.1530129,-1.5837309,-1.3979151,-1.894058,-1.7557622,-1.4828641,-1.2251892,-1.9705584,-1.905385,-1.3932819,-1.7277738,-1.4878726,-1.3626449,-1.4232366,-1.5494622,-1.472602,-1.7890712,-1.4194099,-1.4017394,-1.405122,-1.6284238,-1.0260302,-1.5508113,-1.3966975,-1.6162446,-1.9047271,-1.321815,-0.9213333,-1.9165957,-1.1774127,-1.7821134,-1.5305802,-1.506139,-1.3893127,-1.8096192,-1.3655658,-1.938786,-2.1253734,-1.7403653,-1.2567202,-1.5012627,-1.4864899,-1.8303654,-1.9810375
-1.2973033,-0.97063935,-0.75543594,-1.498556,-0.95293856,-1.4763777,-1.1269133,-1.1768949,-1.5080141,-1.6394128,-0.8173228,-1.0075955,-1.1751438,-1.1295379,-1.3288103,-1.2158276,-1.2282817,-1.4023669,-1.3752009,-0.74292004,-1.3442266,-0.9776583,-1.4782708,-0.9687644,-0.9476582,-1.06098,-0.87105614,-1.1545002,-1.3583477,-0.7431948,-1.464063,-1.3102217,-0.7799917,-0.92162466,-1.4841825,-0.32449228,-1.269129,-1.2238592,-0.9755911,-1.5705639,-1.3245592,-1.6642888,-1.1804153,-1.7112395,-1.0689744,-1.130945,-1.2837989,-1.1404346,-1.2361665,-1.4918408,-1.2809391,-1.2868025,-1.072748,-1.4357934,-1.2783923,-1.1980615,-1.198224,-0.9814089,-0.843618,-1.5261817,-1.2506752,-1.0467161,-1.4032941,-1.6835893,-0.9199637,-1.3081964,-1.2099493,-1.1078513,-1.4780405,-1.0222372,-1.3593528,-1.4787072,-0.9864373,-1.3119416,-1.525569,-1.4994786,-1.097749,-1.1805247,-1.0078198,-0.9909424,-1.4579966,-1.1237049,-1.1554787,-0.84949726,-1.7713635,-1.131792,-0.99925244,-1.2649992,-1.6121854,-0.83735096,-0.9057426,-1.2145537,-0.97087467,-1.2185134,-1.2828128,-1.0769811,-1.3572968,-1.2434477,-1.0958889,-1.3569703
-1.6121702,-1.4664178,-1.8588145,-0.9025182,-1.3074279,-0.947536,-1.0306996,-1.0787982,-1.0666947,-1.0029565,-1.133558,-1.1063395,-1.0934057,-1.7930568,-1.0180501,-1.0832763,-1.0310582,-0.8979495,-1.5332775,-1.4143234,-0.71149594,-1.6346653,-1.156755,-1.4908079,-1.7246623,-0.8501493,-1.1611079,-1.3173859,-1.2956173,-1.0386114,-1.2418004,-1.7945988,-1.5057445,-1.2445589,-1.0374932,-0.85768425,-1.2516321,-1.1589679,-1.6311328,-1.6574495,-1.4651916,-1.5810333,-1.1254139,-1.4372377,-1.0815309,-1.3952394,-1.4254919,-1.403306,-1.0421304,-1.5178063,-1.5446002,-1.3987192,-1.4995873,-1.3234718,-1.5439911,-1.3994089,-1.4235231,-1.0941073,-0.9398983,-1.4873458,-1.3643034,-1.8220078,-1.5323489,-1.1021158,-1.2107075,-0.95416045,-1.1955227,-1.1418824,-1.4787858,-1.5535026,-1.2851275,-1.4094669,-1.5484185,-1.1179165,-0.90898913,-1.3429263,-1.5106637,-1.5249897,-1.3747524,-1.6212449,-1.3550878,-0.9860319,-0.66213775,-1.6316222,-1.4153348,-1.5071925,-1.1893996,-1.2949634,-0.97065884,-1.3845536,-1.7143102,-1.5940171,-1.0566975,-1.3660836,-1.1941476,-1.5955365,-1.6803849,-1.3630058,-1.1639528,-0.8821169
