sequence_1,sequence_2,sequence_3,sequence_4,sequence_5,sequence_6,sequence_7,sequence_8,sequence_9,sequence_10,sequence_11,sequence_12,sequence_13,sequence_14,sequence_15,sequence_16,sequence_17,sequence_18,sequence_19,sequence_20,sequence_21,sequence_22,sequence_23,sequence_24,sequence_25,sequence_26,sequence_27,sequence_28,sequence_29,sequence_30,sequence_31,sequence_32,sequence_33,sequence_34,sequence_35,sequence_36,sequence_37,sequence_38,sequence_39,sequence_40,sequence_41,sequence_42,sequence_43,sequence_44,sequence_45,sequence_46,sequence_47,sequence_48,sequence_49,sequence_50,sequence_51,sequence_52,sequence_53,sequence_54,sequence_55,sequence_56,sequence_57,sequence_58,sequence_59,sequence_60,sequence_61,sequence_62,sequence_63,sequence_64,sequence_65,sequence_66,sequence_67,sequence_68,sequence_69,sequence_70,sequence_71,sequence_72,sequence_73,sequence_74,sequence_75,sequence_76,sequence_77,sequence_78,sequence_79,sequence_80,sequence_81,sequence_82,sequence_83,sequence_84,sequence_85,sequence_86,sequence_87,sequence_88,sequence_89,sequence_90,sequence_91,sequence_92,sequence_93,sequence_94,sequence_95,sequence_96,sequence_97,sequence_98,sequence_99,sequence_100
208.77611,-45.28921,-61.693207,-67.26065,-87.43388,-72.37763,147.93912,-108.58312,174.35794,187.02559,-83.98638,207.18654,-90.68944,-107.30114,-97.542854,-110.46813,-97.23336,-91.137505,-106.71096,-71.56863,-99.96752,-87.69107,-88.60973,-97.737465,-93.9833,-81.92028,-82.34443,-83.15153,-88.11254,186.72818,-83.2492,-81.30128,-93.13367,203.85507,-94.31855,209.88284,-94.29456,-74.69955,-63.63794,-101.7152,-71.682236,-75.21795,-105.56312,-103.639206,-80.47794,-68.13349,183.07281,-80.767586,-77.39539,211.71451,-88.79885,-75.94434,-106.93782,-88.42513,-87.521385,145.26083,-100.75178,-99.24434,-91.06713,-65.97274,-107.59969,-85.81487,-87.62704,-88.855194,-77.06284,-81.90487,180.39267,-92.442505,-90.77343,-95.05349,-104.31041,191.8064,-91.79754,214.28879,158.34924,-54.662098,-94.27044,-89.87154,203.31364,-100.54829,202.97202,-99.09074,173.0028,-88.51035,-101.04647,158.48615,-96.34658,-99.322624,-84.21116,-105.02189,-81.579384,-69.294136,-102.545265,-73.805046,-105.96754,-78.828186,-75.37105,-102.71299,-104.726585,-89.16348
202.46683,179.60721,163.72977,-58.623665,-82.45786,-72.02827,-69.8175,-103.28829,-76.901375,149.1893,-73.96356,204.80197,-86.67483,-102.32052,-93.6632,-107.83237,-90.96931,-89.80871,-101.64997,-62.08065,-94.50967,-78.25834,-84.91891,-91.45597,-84.35415,-75.96306,-78.852234,-81.633804,-74.48283,201.78967,-82.76847,132.94266,-88.33108,168.06114,-90.569305,201.01468,-88.26049,-74.7977,173.10162,-96.28158,80.014046,-78.647606,-101.35624,-97.73192,-70.68522,179.64087,-58.15903,-69.9086,177.4307,191.26624,-80.93268,93.21119,-102.01251,-82.47657,-86.09635,-69.729,-99.19643,-94.756905,-90.69805,174.40625,-104.92749,-73.78794,-76.37923,-87.41155,-83.604195,174.08926,-53.0275,-79.36254,-90.55819,-90.10644,-96.22617,-70.26232,-84.84988,208.74026,-51.70548,162.14293,-90.78978,-82.903404,206.13309,-96.556435,184.82318,-89.37403,-73.90647,-89.69686,-94.53086,182.20714,-89.91752,-93.32928,-84.266365,-99.8604,-76.90369,-69.24332,-95.050705,167.07176,-103.56724,-75.6094,155.65485,-97.361275,-99.85677,-82.99557
198.37224,184.95706,180.3653,167.46124,-79.39074,-35.05518,-53.722984,-101.29915,-81.23504,191.11456,-73.02404,202.254,-88.07814,-100.50439,-89.10217,-106.152214,-91.88421,-90.54534,-103.27323,147.21959,-92.89675,-86.18964,-85.05201,-91.50875,-87.491295,-72.415474,-74.524765,-87.920494,-77.79722,201.87784,-72.16313,-72.01225,-87.82673,148.71526,-87.16928,184.24931,-88.714485,-77.36197,-67.423195,-96.05753,-59.48456,-73.79096,-102.75686,-97.987656,154.30008,124.83912,170.36548,-62.964756,-64.9115,192.29803,-76.73365,174.25542,-100.53156,-74.61117,-85.834526,-77.589714,-100.10878,-95.5982,-89.30474,171.76549,-103.1027,-74.46641,-83.37772,-88.14811,-74.16064,-73.5017,-70.40797,-88.291794,-89.02507,-85.80496,-99.8656,-58.793682,-81.87646,200.62997,-46.384827,-69.144554,-91.77299,-79.32333,198.76422,-96.001274,193.78482,-97.72521,89.55201,-90.843025,-91.1514,111.72349,-86.50776,-94.20519,-87.810036,-101.01033,-82.92875,141.16678,-96.66079,-55.84558,-101.50077,-59.6417,-54.634964,-97.446175,-98.33553,-83.22548
152.19162,-71.783264,156.8492,-71.509766,-84.04728,-76.30572,-74.937416,-107.82607,-85.657326,-74.650955,-80.56194,171.42157,-90.866066,-103.066154,-96.70435,-108.727425,-93.19995,-92.12682,-103.13438,-28.061108,-96.346695,-87.03736,-85.25037,-96.30988,-89.5357,-83.18507,-74.11399,-87.19695,-86.37796,174.12946,-84.201546,-78.10553,-89.81483,-62.67094,-92.72338,121.636375,-91.76079,-81.80806,-68.09101,-95.916405,-72.04126,-81.4531,-105.718285,-100.092476,-79.91725,-62.44687,-50.026894,-75.52221,-72.71488,39.851948,-84.25804,-76.06691,-104.91427,-80.58303,-85.46773,-80.93847,-101.375244,-97.90643,-94.471794,172.3392,-107.781395,-85.45251,-85.25773,-93.42594,-85.20442,-77.82096,-79.1136,-90.50153,-93.66315,-92.45348,-103.34712,-76.78579,-86.36157,132.61221,-81.8854,-78.689,-90.92013,-88.06785,-52.76584,-100.12533,-72.678604,-98.82871,-72.6746,-95.55327,-97.4558,-62.510612,-94.96392,-96.37661,-93.08848,-99.52685,-89.12621,-78.605064,-101.19281,-72.047714,-105.06502,-75.77596,-76.54924,-98.09257,-100.92776,-86.46473
171.11552,-65.731606,-64.57435,-73.668434,-87.7268,-78.80596,-76.65214,-108.66233,-85.81909,-72.573616,-82.723236,156.43109,-91.949486,-104.15216,-98.78619,-109.70127,-96.57928,-95.91244,-106.15589,-71.586464,-97.51921,-88.15826,-89.895546,-98.337,-93.11042,-83.884895,-78.63836,-90.56397,-88.363625,-37.574745,-88.03719,-82.346535,-94.24117,-68.68655,-95.78391,-68.03004,-94.874855,-86.084755,-74.02852,-99.999886,-75.939926,-83.31568,-106.49764,-103.22726,-82.27834,-66.700356,-69.232796,-77.35432,-76.86574,-32.606457,-87.7743,-76.54829,-105.5166,-86.547676,-88.75486,-85.20501,-104.28642,-101.03652,-95.54459,-65.68455,-109.26481,-86.52246,-89.03394,-94.30418,-87.54128,-81.53509,-82.96087,-92.04437,-95.476585,-94.50898,-104.09986,-78.62279,-89.66328,147.71753,-78.48252,-79.85348,-95.34423,-90.5025,-60.35578,-101.78788,-74.12658,-100.835495,-75.179016,-96.92455,-99.06652,-72.15135,-95.01448,-99.2215,-93.917885,-103.76693,-89.67617,-79.870674,-102.61844,-75.636696,-104.77758,-79.06725,-81.044685,-100.77503,-102.23802,-90.985115
-33.816025,-73.21953,-63.167862,-76.125374,-90.34345,-79.57244,-76.07804,-107.505394,-86.652275,-70.52216,-84.18988,95.11123,-93.3939,-104.83855,-97.8921,-109.21166,-97.11764,-94.54159,-105.54232,-73.96279,-98.103455,-91.68876,-91.66033,-98.0489,-93.00668,-87.153755,-83.273674,-89.36089,-87.42716,164.43697,-89.0521,-81.940956,-91.25737,-67.8731,-95.18212,-64.67002,-94.67838,-84.58714,-71.90041,-99.861404,-77.54017,-83.05787,-105.85093,-102.65131,-81.619896,-69.05174,-71.62936,-77.76556,-79.24586,140.50674,-89.54377,-78.84305,-105.97404,-86.373055,-90.510994,-84.78129,-102.12828,-98.77046,-94.56933,-67.38084,-106.18186,-84.68949,-87.85259,-92.58431,-87.474205,-83.09016,-80.7876,-94.11784,-95.3783,-92.54337,-104.58265,-77.99257,-89.59167,76.8386,-83.07136,-81.47465,-96.24828,-88.48489,-62.40422,-99.946815,-69.4189,-100.98803,-76.16111,-97.10415,-99.6551,-70.68286,-93.04133,-99.33255,-93.73278,-103.727715,-89.72962,-79.63511,-102.813644,-77.25257,-104.88546,-78.122734,-81.17387,-101.1024,-102.98589,-89.55202
-21.421677,-70.334206,-39.00726,-72.582146,-87.12354,-75.45556,-74.759254,-106.278595,-83.3655,-70.30981,-83.94215,179.28755,-91.38941,-103.1157,-97.64034,-109.77825,-97.32542,-95.28841,-103.897026,-75.90034,-95.762436,-86.54032,-90.730896,-96.13001,-91.691635,-83.68241,-82.40523,-89.93766,-83.73608,127.14548,-86.29456,-79.26231,-91.28918,-62.84368,-95.928185,-70.81224,-93.970024,-79.99389,-70.87603,-97.56524,-74.339226,-80.58172,-105.62621,-100.90562,-78.00381,-64.942276,-64.27418,-78.62742,-77.49963,-33.01394,-85.239746,-77.74152,-105.17891,-84.15856,-86.38613,-83.78176,-102.314415,-98.79554,-92.97489,-66.85363,-106.88247,-84.79219,-88.34166,-93.44498,-84.31602,-81.34135,-77.94013,-92.45399,-94.49894,-94.61514,-103.05941,-78.25436,-87.39524,123.783134,-76.6063,-78.31524,-94.2436,-87.62587,-63.824303,-100.52936,-72.42487,-97.88881,-75.88397,-95.82108,-97.803055,-63.588963,-94.53761,-96.68893,-91.32383,-102.4303,-88.71253,-77.43884,-101.34176,-73.10269,-104.67727,-77.08669,-75.94235,-100.87849,-102.04828,-87.44254
194.68787,-60.046993,178.51389,-51.763737,-83.98923,-74.68942,-69.08526,-105.2172,-80.105705,139.10483,-69.70326,182.90466,-88.11439,-102.04249,-95.05985,-108.245094,-93.4537,-91.956604,-102.81034,-30.447382,-93.715355,-87.069115,-88.71461,-95.03087,-89.43795,-80.689545,-80.72111,-88.72463,-76.33709,194.86963,-80.28921,-75.71638,-88.04653,169.66592,-92.59806,169.13571,-90.34438,-75.66927,-67.95981,-97.315926,-69.8858,-77.00545,-103.73868,-100.250404,-78.84045,176.73195,-44.133633,-70.466225,-32.545982,193.7858,-84.55866,-69.147545,-103.05993,-80.48933,-88.07641,-81.69315,-98.639366,-96.107666,-90.17831,-48.730164,-104.47416,-78.151115,-81.62612,-89.12003,-76.01815,-76.48235,-76.36965,-91.04718,-92.5348,-91.69314,-100.46761,-58.81523,-86.91187,192.63406,-64.620674,-76.27826,-93.748566,-84.90514,173.76195,-98.73473,191.51962,-97.195724,-42.0075,-93.00457,-95.23362,-61.391273,-92.62232,-95.75553,-87.45455,-101.440025,-83.34579,-73.3634,-98.71637,-69.380615,-103.35159,-70.17976,-73.54957,-97.87199,-99.71276,-86.55743
193.49857,163.38168,190.60219,-13.019707,-80.79951,136.85622,159.7502,-101.307274,-73.69605,167.91835,-57.447277,206.4329,-82.03349,-97.96242,-92.09965,-106.71969,-82.0458,-83.17953,-99.26839,160.09166,-88.25565,-79.24468,-82.92661,-87.727745,-78.8381,-71.68845,-69.54891,-78.9224,-74.39622,204.74142,-78.33301,163.06256,-88.06062,152.06749,-85.98947,200.95439,-85.87254,-65.950325,160.43,-95.197044,154.57428,-67.01267,-101.24448,-93.7333,-24.052118,197.64194,172.24477,77.689064,-66.44291,194.98431,-74.57285,147.29185,-100.698906,89.941414,-83.52502,160.0311,-97.28634,-92.12731,-86.558304,189.2373,-102.40319,-69.25877,-77.54667,-84.89013,125.71432,121.28529,-66.18282,-84.111176,-81.39378,-84.650185,-96.74122,-51.911247,-80.37759,202.33553,138.74838,-68.845345,-86.04987,-74.39134,196.66673,-93.8258,185.60696,-95.10784,-42.98148,-89.05906,-92.65455,166.7274,-82.44123,-91.110985,-85.28445,-98.90749,-82.28196,161.09947,-96.857735,156.06625,-100.59315,165.20453,-55.34234,-93.93586,-97.12168,-62.422867
199.81303,189.39218,190.67554,176.31552,-11.913638,-61.372406,181.97876,-101.14078,-75.66448,173.07068,181.83572,206.14511,-86.1516,-97.317314,-90.52031,-103.584236,-74.75827,-82.70902,-99.61641,187.38495,-86.064125,162.05176,-57.765617,-87.75575,-67.69282,150.90215,168.18567,161.65039,-70.07887,203.87042,-75.52282,159.70198,-87.95031,181.80026,-82.07181,203.37888,-84.54694,-62.435722,177.491,-86.964455,194.27765,-58.233997,-97.896935,-92.90878,142.85712,199.72757,177.15796,175.84033,172.83914,196.7,87.03081,175.5141,-97.773,136.12558,140.22955,173.0146,-97.74763,-86.9062,-82.31548,196.37701,-104.71415,-65.99297,-76.00346,-86.541664,163.52687,175.52852,93.105385,-71.00262,-79.36845,-79.883606,-97.12156,158.9568,-77.63561,209.246,-64.338905,146.93106,-75.909996,-78.31411,202.14064,-93.804695,181.09042,-91.668915,176.06952,-87.30225,-91.23575,186.70876,-80.79537,-90.3632,-83.785805,-94.616005,-78.18296,154.38666,-96.627144,166.99155,-99.37169,-33.41814,177.26633,-89.171745,-96.60691,-76.5691
